0.000000	212.508595	219.088949	214.490742	212.452497	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1650927624.319676	0.000000
101.000000	-260.869242	-255.672651	-266.187379	-265.652574	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1650927624.343890	0.000000
101.000000	110.476645	114.581185	115.607787	114.848588	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1650927624.343890	0.000000
102.000000	139.700223	142.275144	140.934390	144.356398	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1650927624.367636	0.000000
102.000000	-67.370558	-65.947526	-71.024440	-68.339192	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1650927624.367636	0.000000
103.000000	-49.957584	-37.352251	-43.850327	-42.911612	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1650927624.391631	0.000000
103.000000	53.491789	58.703340	53.798461	56.517368	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1650927624.391631	0.000000
104.000000	192.904040	197.685502	191.868087	193.910073	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1650927624.439622	0.000000
104.000000	-238.661716	-238.117560	-235.497760	-233.504394	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1650927624.439622	0.000000
105.000000	72.213728	78.992297	71.065579	70.119384	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1650927624.487649	0.000000
105.000000	221.918184	225.671173	220.339946	221.566633	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1650927624.487649	0.000000
106.000000	-260.132481	-254.692797	-254.201000	-259.635075	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1650927624.511618	0.000000
106.000000	115.607787	128.501093	117.062609	118.326695	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1650927624.511618	0.000000
107.000000	149.027533	152.051243	147.613851	148.159877	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1650927624.535617	0.000000
107.000000	-69.588318	-63.482932	-71.058099	-64.273921	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1650927624.535617	0.000000
108.000000	-46.150365	-36.955821	-36.901593	-39.153013	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1650927624.559678	0.000000
108.000000	52.137945	52.412828	55.743209	51.416145	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1650927624.559678	0.000000
109.000000	192.178499	194.850658	187.974852	190.850835	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1650927624.583647	0.000000
109.000000	-227.004448	-215.098476	-219.864978	-222.901777	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1650927624.583647	0.000000
110.000000	84.592797	94.019215	85.860623	88.037245	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1650927624.607659	0.000000
110.000000	218.892605	212.832097	213.200477	215.373359	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1650927624.607659	0.000000
